t_s,V_mps,alt_m,climb_mps,throttle,flap
54.700,247.32,1084.5,-129.23,1.00,0.00
54.800,247.70,1072.3,-115.72,1.00,0.00
54.900,248.05,1061.4,-102.66,1.00,0.00
55.000,248.37,1051.8,-90.56,1.00,0.00
55.100,248.67,1043.4,-79.68,1.00,0.00
55.200,248.97,1035.9,-70.37,1.00,0.00
55.300,249.23,1029.4,-61.75,1.00,0.00
55.400,249.35,1023.7,-52.29,1.00,0.00
55.500,249.42,1018.9,-43.91,1.00,0.00
55.600,249.43,1014.9,-36.59,1.00,0.00
55.700,249.37,1011.6,-30.15,1.00,0.00
55.800,249.24,1008.9,-23.98,1.00,0.00
55.900,249.04,1006.9,-17.95,1.00,0.00
56.000,248.83,1005.4,-13.05,1.00,0.00
56.100,248.67,1004.2,-9.88,1.00,0.00
56.200,248.61,1003.4,-8.09,1.00,0.00
56.300,248.62,1002.6,-7.12,1.00,0.00
56.400,248.68,1001.9,-6.62,1.00,0.00
56.500,248.79,1001.3,-6.37,1.00,0.00
56.600,248.93,1000.6,-6.34,1.00,0.00
56.700,249.10,999.9,-7.59,1.00,0.00
56.800,249.31,999.0,-10.72,1.00,0.00
56.900,249.53,997.7,-15.73,1.00,0.00
57.000,249.76,995.8,-22.04,1.00,0.00
57.100,250.03,993.3,-27.45,1.00,0.00
57.200,250.32,990.3,-31.18,1.00,0.00
57.300,250.62,987.1,-33.70,1.00,0.00
57.400,250.92,983.5,-36.88,1.00,0.00
57.500,251.15,979.5,-43.01,1.00,0.00
57.600,251.27,974.8,-51.53,1.00,0.00
57.700,251.33,969.1,-61.41,1.00,0.00
57.800,251.32,962.4,-72.24,1.00,0.00
57.900,251.22,954.5,-83.83,1.00,0.00
58.000,251.10,945.5,-95.61,1.00,0.00
58.100,250.99,935.3,-107.23,1.00,0.00
58.200,250.97,924.0,-118.13,1.00,0.00
58.300,250.93,911.6,-129.48,1.00,0.00
58.400,251.00,898.1,-139.36,1.00,0.00
58.500,251.15,883.7,-147.43,1.00,0.00
58.600,251.48,868.6,-154.37,1.00,0.00
58.700,251.98,852.8,-160.12,1.00,0.00
58.800,252.58,836.5,-164.81,1.00,0.00
58.900,253.26,819.8,-168.58,1.00,0.00
59.000,253.99,802.8,-171.59,1.00,0.00
59.100,254.76,785.5,-174.00,1.00,0.00
59.200,255.55,768.0,-175.94,1.00,0.00
59.300,256.36,750.3,-177.52,1.00,0.00
59.400,257.18,732.5,-178.83,1.00,0.00
59.500,258.01,714.5,-179.93,1.00,0.00
59.600,258.84,696.5,-180.90,1.00,0.00
59.700,259.67,678.4,-181.76,1.00,0.00
59.800,260.48,660.1,-183.47,1.00,0.00
59.900,261.22,641.6,-186.11,1.00,0.00
60.000,262.00,622.9,-187.92,1.00,0.00
60.100,262.78,604.0,-188.85,1.00,0.00
60.200,263.45,585.2,-188.64,1.00,0.00
60.300,263.97,566.3,-187.30,1.00,0.00
60.400,264.45,547.8,-183.89,1.00,0.00
60.500,264.98,529.7,-178.43,1.00,0.00
60.600,265.58,512.2,-171.99,1.00,0.00
60.700,266.23,495.3,-165.09,1.00,0.00
60.800,266.90,479.2,-159.24,1.00,0.00
60.900,267.58,463.5,-155.04,1.00,0.00
61.000,268.24,448.2,-151.20,1.00,0.00
61.100,268.86,433.3,-146.53,1.00,0.00
61.200,269.42,419.0,-140.39,1.00,0.00
61.300,269.84,405.4,-130.98,1.00,0.00
61.400,270.29,392.7,-123.78,1.00,0.00
61.500,270.76,380.6,-118.77,1.00,0.00
61.600,271.24,369.0,-115.35,1.00,0.00
61.700,271.73,357.6,-113.04,1.00,0.00
61.800,272.22,346.3,-111.51,1.00,0.00
61.900,272.71,335.2,-110.51,1.00,0.00
62.000,273.20,324.2,-109.88,1.00,0.00
62.100,273.69,313.3,-109.50,1.00,0.00
62.200,274.17,302.3,-109.30,1.00,0.00
62.300,274.66,291.4,-109.21,1.00,0.00
62.400,275.14,280.5,-109.22,1.00,0.00
62.500,275.63,269.5,-109.61,1.00,0.00
62.600,276.11,258.5,-110.14,1.00,0.00
62.700,276.59,247.5,-110.56,1.00,0.00
62.800,277.08,236.4,-110.85,1.00,0.00
62.900,277.55,225.3,-111.04,1.00,0.00
63.000,278.03,214.2,-111.16,1.00,0.00
63.100,278.50,203.1,-110.08,1.00,0.00
63.200,278.92,192.3,-105.90,1.00,0.00
63.300,279.33,182.0,-101.20,1.00,0.00
63.400,279.71,172.2,-95.43,1.00,0.00
63.500,280.05,163.1,-86.65,1.00,0.00
63.600,280.37,154.8,-79.16,1.00,0.00
63.700,280.68,147.2,-73.31,1.00,0.00
63.800,280.98,140.2,-67.88,1.00,0.00
63.900,281.25,133.7,-62.22,1.00,0.00
64.000,281.49,127.9,-54.53,1.00,0.00
64.100,281.67,122.9,-44.71,1.00,0.00
64.200,281.73,119.2,-30.04,1.00,0.00
64.300,281.79,116.9,-18.21,1.00,0.00
64.400,281.87,115.6,-10.08,1.00,0.00
64.500,281.94,114.9,-4.42,1.00,0.00
64.600,282.00,114.7,-0.12,1.00,0.00
64.700,282.03,114.9,4.41,1.00,0.00
64.800,281.98,115.7,12.24,1.00,0.00
64.900,281.93,117.3,18.56,1.00,0.00
65.000,281.87,119.5,24.55,1.00,0.00
65.100,281.75,122.4,32.64,1.00,0.00
65.200,281.64,126.0,39.14,1.00,0.00
65.300,281.53,130.2,43.82,1.00,0.00
65.400,281.42,134.7,47.18,1.00,0.00
65.500,281.31,139.6,49.57,1.00,0.00
65.600,281.20,144.6,51.24,1.00,0.00
65.700,281.08,149.8,52.41,1.00,0.00
65.800,280.97,155.1,52.87,1.00,0.00
65.900,280.86,160.4,52.26,1.00,0.00
66.000,280.75,165.6,51.83,1.00,0.00
66.100,280.65,170.7,51.03,1.00,0.00
66.200,280.54,175.7,49.04,1.00,0.00
66.300,280.45,180.4,45.44,1.00,0.00
66.400,280.36,184.8,42.69,1.00,0.00
66.500,280.28,188.9,39.87,1.00,0.00
66.600,280.12,192.7,36.78,1.00,0.00
66.700,279.89,196.2,32.39,1.00,0.00
66.800,279.56,199.2,27.32,1.00,0.00
66.900,279.31,201.6,22.76,1.00,0.00
67.000,279.13,203.7,18.71,1.00,0.00
67.100,278.94,205.4,15.62,1.00,0.00
67.200,278.78,206.8,13.15,1.00,0.00
67.300,278.68,208.0,11.25,1.00,0.00
67.400,278.63,209.0,9.82,1.00,0.00
67.500,278.58,210.0,8.76,1.00,0.00
67.600,278.51,210.8,7.97,1.00,0.00
67.700,278.41,211.6,7.40,1.00,0.00
67.800,278.23,212.3,6.97,1.00,0.00
67.900,278.09,212.9,6.47,1.00,0.00
68.000,277.99,213.6,5.91,1.00,0.00
68.100,277.87,214.1,5.66,1.00,0.00
68.200,277.69,214.7,5.88,1.00,0.00
68.300,277.55,215.3,5.73,1.00,0.00
68.400,277.48,215.8,5.58,1.00,0.00
68.500,277.43,216.4,5.53,1.00,0.00
68.600,277.39,217.0,5.83,1.00,0.00
68.700,277.36,217.6,6.50,1.00,0.00
68.800,277.33,218.3,7.56,1.00,0.00
68.900,277.26,219.1,9.44,1.00,0.00
69.000,277.21,220.2,11.07,1.00,0.00
69.100,277.16,221.3,12.57,1.00,0.00
69.200,277.12,222.7,13.89,1.00,0.00
69.300,277.09,224.1,14.95,1.00,0.00
69.400,277.08,225.7,15.88,1.00,0.00
69.500,277.06,227.3,16.98,1.00,0.00
69.600,277.02,229.1,18.83,1.00,0.00
69.700,276.98,231.1,20.54,1.00,0.00
69.800,276.94,233.2,21.91,1.00,0.00
69.900,276.90,235.4,22.61,1.00,0.00
70.000,276.81,237.7,23.03,1.00,0.00
70.100,276.68,240.1,23.87,1.00,0.00
70.200,276.59,242.5,24.30,1.00,0.00
70.300,276.52,244.9,24.45,1.00,0.00
70.400,276.46,247.4,24.73,1.00,0.00
70.500,276.37,249.9,25.97,1.00,0.00
70.600,276.20,252.7,29.24,1.00,0.00
70.700,276.04,255.7,31.64,1.00,0.00
70.800,275.89,259.0,33.64,1.00,0.00
70.900,275.69,262.5,35.67,1.00,0.00
71.000,275.41,266.2,38.21,1.00,0.00
71.100,275.01,270.2,41.19,1.00,0.00
71.200,274.46,274.4,44.05,1.00,0.00
71.300,273.81,279.0,46.50,1.00,0.00
71.400,273.14,283.7,48.22,1.00,0.00
71.500,272.46,288.6,49.27,1.00,0.00
71.600,271.80,293.6,49.88,1.00,0.00
71.700,271.46,298.5,49.08,1.00,0.00
71.800,271.35,303.3,47.57,1.00,0.00
71.900,271.29,308.0,46.14,1.00,0.00
72.000,271.18,312.6,45.30,1.00,0.00
72.100,270.97,317.1,45.31,1.00,0.00
72.200,270.63,321.7,46.69,1.00,0.00
72.300,270.11,326.4,48.34,1.00,0.00
72.400,269.47,331.4,49.90,1.00,0.00
72.500,268.76,336.4,51.09,1.00,0.00
72.600,268.06,341.6,51.75,1.00,0.00
72.700,267.34,346.8,52.30,1.00,0.00
72.800,266.87,352.0,51.98,1.00,0.00
72.900,266.70,357.1,50.77,1.00,0.00
73.000,266.63,362.1,48.05,1.00,0.00
73.100,266.53,366.7,45.14,1.00,0.00
73.200,266.32,371.1,42.81,1.00,0.00
73.300,266.06,375.3,41.80,1.00,0.00
73.400,265.86,379.5,41.74,1.00,0.00
73.500,265.71,383.6,41.83,1.00,0.00
73.600,265.59,387.8,41.88,1.00,0.00
73.700,265.49,392.0,41.86,1.00,0.00
73.800,265.37,396.2,41.81,1.00,0.00
73.900,265.24,400.4,41.89,1.00,0.00
74.000,265.12,404.6,42.13,1.00,0.00
74.100,265.00,408.8,42.58,1.00,0.00
74.200,264.88,413.1,43.38,1.00,0.00
74.300,264.73,417.5,44.58,1.00,0.00
74.400,264.55,422.0,45.99,1.00,0.00
74.500,264.29,426.7,47.88,1.00,0.00
74.600,264.04,431.6,49.17,1.00,0.00
74.700,263.80,436.6,50.34,1.00,0.00
74.800,263.54,441.7,51.57,1.00,0.00
74.900,263.18,446.9,53.26,1.00,0.00
75.000,262.67,452.3,54.58,1.00,0.00
75.100,262.04,457.8,56.01,1.00,0.00
75.200,261.45,463.6,58.46,1.00,0.00
75.300,260.96,469.6,61.40,1.00,0.00
75.400,260.67,475.8,63.68,1.00,0.00
75.500,260.53,482.2,63.69,1.00,0.00
75.600,260.35,488.6,64.50,1.00,0.00
75.700,260.08,495.2,66.91,1.00,0.00
75.800,259.84,502.0,67.88,1.00,0.00
75.900,259.64,508.8,68.10,1.00,0.00
76.000,259.49,515.5,67.46,1.00,0.00
76.100,259.38,522.2,65.99,1.00,0.00
76.200,259.27,528.7,64.00,1.00,0.00
76.300,259.18,535.0,62.54,1.00,0.00
76.400,259.10,541.2,61.61,1.00,0.00
76.500,259.01,547.3,61.04,1.00,0.00
76.600,258.92,553.4,60.89,1.00,0.00
76.700,258.81,559.5,61.29,1.00,0.00
76.800,258.72,565.7,61.68,1.00,0.00
76.900,258.64,571.8,61.81,1.00,0.00
77.000,258.56,578.0,61.87,1.00,0.00
77.100,258.48,584.2,61.84,1.00,0.00
77.200,258.39,590.4,61.75,1.00,0.00
77.300,258.30,596.6,62.20,1.00,0.00
77.400,258.18,602.9,62.93,1.00,0.00
77.500,258.05,609.1,62.26,1.00,0.00
77.600,257.95,615.3,61.50,1.00,0.00
77.700,257.86,621.4,60.65,1.00,0.00
77.800,257.76,627.4,60.07,1.00,0.00
77.900,257.63,633.4,60.17,1.00,0.00
78.000,257.46,639.5,61.41,1.00,0.00
78.100,257.29,645.7,62.35,1.00,0.00
78.200,257.15,652.0,62.69,1.00,0.00
78.300,256.98,658.2,62.44,1.00,0.00
78.400,256.83,664.4,62.00,1.00,0.00
78.500,256.73,670.6,61.41,1.00,0.00
78.600,256.64,676.7,60.64,1.00,0.00
78.700,256.56,682.7,59.76,1.00,0.00
78.800,256.50,688.6,58.86,1.00,0.00
78.900,256.43,694.5,58.05,1.00,0.00
79.000,256.37,700.2,57.38,1.00,0.00
79.100,256.32,706.0,56.89,1.00,0.00
79.200,256.26,711.6,55.80,1.00,0.00
79.300,256.19,716.9,50.03,1.00,0.00
79.400,256.08,721.3,38.52,1.00,0.00
79.500,255.92,724.4,22.49,1.00,0.00
79.600,255.75,725.6,3.61,1.00,0.00
79.700,255.57,724.9,-16.47,1.00,0.00
79.800,255.41,722.1,-36.23,1.00,0.00
79.900,255.28,717.5,-54.35,1.00,0.00
80.000,255.19,711.2,-69.81,1.00,0.00
80.100,255.17,703.5,-83.37,1.00,0.00
80.200,255.23,694.5,-95.26,1.00,0.00
80.300,255.37,684.4,-105.40,1.00,0.00
80.400,255.57,673.4,-114.00,1.00,0.00
80.500,255.80,661.6,-121.30,1.00,0.00
80.600,256.06,649.1,-127.36,1.00,0.00
80.700,256.34,636.1,-132.14,1.00,0.00
80.800,256.78,622.7,-135.27,1.00,0.00
80.900,257.37,609.1,-137.22,1.00,0.00
81.000,258.01,595.3,-138.62,1.00,0.00
81.100,258.67,581.3,-139.61,1.00,0.00
81.200,259.34,567.3,-140.25,1.00,0.00
81.300,259.99,553.3,-140.10,1.00,0.00
81.400,260.57,539.4,-138.20,1.00,0.00
81.500,261.03,525.8,-134.40,1.00,0.00
81.600,261.38,512.6,-128.69,1.00,0.00
81.700,261.62,500.1,-121.11,1.00,0.00
81.800,261.80,488.5,-112.10,1.00,0.00
81.900,261.95,477.8,-102.20,1.00,0.00
82.000,262.07,468.2,-91.53,1.00,0.00
82.100,262.15,459.6,-80.25,1.00,0.00
82.200,262.36,452.1,-71.72,1.00,0.00
82.300,262.70,445.2,-67.20,1.00,0.00
82.400,263.07,438.6,-65.66,1.00,0.00
82.500,263.46,432.0,-66.20,1.00,0.00
82.600,263.84,425.3,-68.20,1.00,0.00
82.700,264.22,418.3,-70.64,1.00,0.00
82.800,264.62,411.1,-73.30,1.00,0.00
82.900,265.02,403.7,-73.49,1.00,0.00
83.000,265.37,396.5,-72.12,1.00,0.00
83.100,265.70,389.3,-71.76,1.00,0.00
83.200,266.06,382.1,-71.82,1.00,0.00
83.300,266.42,374.9,-72.05,1.00,0.00
83.400,266.79,367.7,-70.75,1.00,0.00
83.500,267.10,361.0,-63.17,1.00,0.00
83.600,267.27,355.4,-50.14,1.00,0.00
83.700,267.27,351.2,-34.22,1.00,0.00
83.800,267.11,348.7,-17.73,1.00,0.00
83.900,266.81,347.8,-1.39,1.00,0.00
84.000,266.44,348.5,14.88,1.00,0.00
84.100,266.03,350.8,30.24,1.00,0.00
84.200,265.56,354.6,43.10,1.00,0.00
84.300,265.02,359.4,52.54,1.00,0.00
84.400,264.55,365.0,58.19,1.00,0.00
84.500,264.23,371.0,61.23,1.00,0.00
84.600,264.01,377.2,62.96,1.00,0.00
84.700,263.85,383.6,64.13,1.00,0.00
84.800,263.73,390.0,63.82,1.00,0.00
84.900,263.60,396.2,60.07,1.00,0.00
85.000,263.38,401.9,54.52,1.00,0.00
85.100,263.07,407.1,48.76,1.00,0.00
85.200,262.75,411.6,42.26,1.00,0.00
85.300,262.52,415.5,36.10,1.00,0.00
85.400,262.35,418.8,30.62,1.00,0.00
85.500,262.24,421.6,25.68,1.00,0.00
85.600,262.20,423.9,22.17,1.00,0.00
85.700,262.19,426.0,18.19,1.00,0.00
85.800,262.11,427.4,11.59,1.00,0.00
85.900,261.99,428.1,2.62,1.00,0.00
86.000,261.82,427.8,-8.11,1.00,0.00
86.100,261.63,426.4,-20.00,1.00,0.00
86.200,261.47,423.7,-32.17,1.00,0.00
86.300,261.37,419.8,-44.09,1.00,0.00
86.400,261.32,414.8,-55.69,1.00,0.00
86.500,261.31,408.6,-66.95,1.00,0.00
86.600,261.34,401.3,-77.78,1.00,0.00
86.700,261.41,393.0,-88.07,1.00,0.00
86.800,261.52,383.7,-97.73,1.00,0.00
86.900,261.66,373.4,-106.68,1.00,0.00
87.000,261.93,362.3,-113.85,1.00,0.00
87.100,262.40,350.7,-118.23,1.00,0.00
87.200,262.96,338.7,-120.61,1.00,0.00
87.300,263.54,326.6,-121.62,1.00,0.00
87.400,264.12,314.4,-121.36,1.00,0.00
87.500,264.68,302.3,-120.10,1.00,0.00
87.600,265.17,290.4,-118.94,1.00,0.00
87.700,265.53,278.5,-118.09,1.00,0.00
87.800,265.79,266.8,-116.29,1.00,0.00
87.900,265.87,255.4,-112.19,1.00,0.00
88.000,265.96,244.5,-105.81,1.00,0.00
88.100,266.23,234.3,-99.56,1.00,0.00
88.200,266.61,224.6,-94.00,1.00,0.00
88.300,267.01,215.5,-88.78,1.00,0.00
88.400,267.33,207.0,-81.11,1.00,0.00
88.500,267.52,199.4,-70.37,1.00,0.00
88.600,267.57,193.1,-57.23,1.00,0.00
88.700,267.54,188.1,-43.37,1.00,0.00
88.800,267.54,184.5,-30.97,1.00,0.00
88.900,267.55,182.0,-19.85,1.00,0.50
89.000,267.45,180.6,-9.57,1.00,0.50
89.100,267.41,180.0,-3.42,1.00,1.00
89.200,267.43,179.8,-1.61,1.00,1.00
89.300,267.43,179.6,-1.07,1.00,1.00
89.400,267.39,179.5,-0.97,1.00,1.00
89.500,267.32,179.4,-1.08,1.00,1.00
89.600,267.20,179.3,-1.42,1.00,1.00
89.700,266.99,179.1,-2.73,1.00,1.00
89.800,266.72,178.8,-3.79,1.00,0.00
89.900,266.53,178.3,-5.01,1.00,0.00
90.000,266.42,177.7,-7.68,1.00,0.00
90.100,266.39,176.7,-12.50,1.00,0.00
90.200,266.43,175.1,-18.76,1.00,0.00
90.300,266.53,172.8,-25.47,1.00,0.00
90.400,266.70,170.0,-31.45,1.00,0.00
90.500,266.92,166.5,-36.31,1.00,0.00
90.600,267.18,162.7,-40.02,1.00,0.00
90.700,267.45,158.6,-42.27,1.00,0.00
90.800,267.72,154.3,-41.13,1.00,0.00
90.900,267.93,150.6,-33.73,1.00,0.00
91.000,268.04,147.8,-21.36,1.00,0.00
91.100,268.06,146.5,-6.43,1.00,0.00
91.200,268.01,146.7,8.76,1.00,0.00
91.300,267.92,148.3,23.26,1.00,0.00
91.400,267.80,151.4,36.94,1.00,0.00
91.500,267.62,155.9,50.72,1.00,0.00
91.600,267.36,161.7,65.86,1.00,0.00
91.700,267.02,169.2,81.51,1.00,0.00
91.800,266.62,178.1,97.11,1.00,0.00
91.900,266.08,188.8,114.95,1.00,0.00
92.000,265.40,201.3,134.42,1.00,0.00
92.100,264.77,215.7,149.42,1.00,0.00
92.200,264.22,231.2,159.03,1.00,0.00
92.300,263.69,247.4,165.42,1.00,0.00
92.400,263.18,264.2,169.66,1.00,0.00
92.500,262.66,281.3,172.47,1.00,0.00
92.600,262.15,298.7,174.29,1.00,0.00
92.700,261.63,316.2,176.14,1.00,0.00
92.800,261.05,334.1,181.60,1.00,0.00
92.900,260.35,352.7,190.84,1.00,0.00
93.000,259.51,372.4,202.19,1.00,0.00
93.100,258.54,393.3,214.11,1.00,0.00
93.200,257.47,415.3,225.30,1.00,0.00
93.300,256.36,438.3,234.58,1.00,0.00
93.400,255.23,462.2,241.75,1.00,0.00
93.500,254.08,486.7,246.91,1.00,0.00
93.600,252.91,511.6,250.07,1.00,0.00
93.700,251.74,536.6,251.25,1.00,0.00
93.800,250.57,561.7,250.46,1.00,0.00
93.900,249.41,586.7,247.76,1.00,0.00
94.000,248.26,611.2,243.18,1.00,0.00
94.100,247.14,635.2,236.82,1.00,0.00
94.200,246.05,658.4,228.73,1.00,0.00
94.300,245.00,680.8,219.00,1.00,0.00
94.400,243.99,702.1,207.75,1.00,0.00
94.500,243.03,722.2,195.06,1.00,0.00
94.600,242.13,741.0,181.05,1.00,0.00
94.700,241.32,758.3,166.58,1.00,0.00
94.800,240.71,774.3,155.19,1.00,0.00
94.900,240.24,789.4,147.53,1.00,0.00
95.000,239.83,803.8,141.96,1.00,0.00
95.100,239.46,817.8,138.19,1.00,0.00
95.200,239.12,831.5,136.80,1.00,0.00
95.300,238.77,845.2,137.25,1.00,0.00
95.400,238.43,858.9,137.63,1.00,0.00
95.500,238.08,872.7,137.76,1.00,0.00
95.600,237.73,886.5,137.72,1.00,0.00
95.700,237.39,900.2,137.58,1.00,0.00
95.800,237.04,914.0,137.36,1.00,0.00
95.900,236.70,927.7,136.78,1.00,0.00
96.000,236.34,941.3,134.77,1.00,0.00
96.100,235.98,954.6,132.41,1.00,0.00
96.200,235.65,967.8,130.43,1.00,0.00
96.300,235.33,980.7,128.73,1.00,0.00
96.400,235.03,993.5,127.24,1.00,0.00
96.500,234.73,1006.1,125.98,1.00,0.00
96.600,234.44,1018.7,124.93,1.00,0.00
96.700,234.15,1031.1,124.08,1.00,0.00
96.800,233.86,1043.5,123.40,1.00,0.00
96.900,233.58,1055.8,122.85,1.00,0.00
97.000,233.30,1068.1,122.93,1.00,0.00
97.100,233.01,1080.5,125.29,1.00,0.00
97.200,232.69,1093.2,128.50,1.00,0.00
97.300,232.37,1106.2,130.91,1.00,0.00
97.400,232.04,1119.4,132.40,1.00,0.00
97.500,231.72,1132.6,132.89,1.00,0.00
97.600,231.39,1145.9,131.67,1.00,0.00
97.700,230.98,1158.9,128.33,1.00,0.00
97.800,230.46,1171.4,123.10,1.00,0.00
97.900,229.85,1183.4,115.92,1.00,0.00
98.000,229.19,1194.5,106.59,1.00,0.00
98.100,228.55,1204.5,94.75,1.00,0.00
98.200,227.93,1213.2,79.66,1.00,0.00
98.300,227.36,1220.2,61.76,1.00,0.00
98.400,226.92,1225.4,43.23,1.00,0.00
98.500,226.64,1228.7,25.48,1.00,0.00
98.600,226.48,1230.3,8.20,1.00,0.00
98.700,226.40,1230.2,-8.97,1.00,0.00
98.800,226.40,1228.4,-26.14,1.00,0.00
98.900,226.48,1224.9,-43.11,1.00,0.00
99.000,226.63,1219.6,-59.78,1.00,0.00
99.100,226.86,1212.8,-75.85,1.00,0.00
99.200,227.15,1204.4,-91.11,1.00,0.00
99.300,227.51,1194.5,-105.47,1.00,0.00
99.400,227.93,1183.2,-118.91,1.00,0.00
99.500,228.39,1170.6,-131.42,1.00,0.00
99.600,228.91,1156.8,-143.07,1.00,0.00
99.700,229.47,1141.9,-153.77,1.00,0.00
99.800,230.06,1126.0,-163.39,1.00,0.00
99.900,230.69,1109.2,-171.87,1.00,0.00
100.000,231.35,1091.6,-179.24,1.00,0.00
100.100,232.04,1073.4,-185.36,1.00,0.00
100.200,232.79,1054.6,-189.90,1.00,0.00
100.300,233.58,1035.4,-193.23,1.00,0.00
100.400,234.44,1015.9,-195.32,1.00,0.00
100.500,235.42,996.3,-196.37,1.00,0.00
100.600,236.44,976.7,-197.04,1.00,0.00
100.700,237.47,956.9,-197.45,1.00,0.00
100.800,238.50,937.2,-197.66,1.00,0.00
100.900,239.51,917.4,-197.81,1.00,0.00
101.000,240.53,897.6,-198.08,1.00,0.00
101.100,241.54,877.8,-198.45,1.00,0.00
101.200,242.55,857.9,-198.93,1.00,0.00
101.300,243.55,838.0,-199.36,1.00,0.00
101.400,244.51,818.1,-198.82,1.00,0.00
101.500,245.41,798.3,-197.03,1.00,0.00
101.600,246.26,778.7,-193.68,1.00,0.00
101.700,247.06,759.6,-188.54,1.00,0.00
101.800,247.86,741.1,-182.76,1.00,0.00
101.900,248.60,723.1,-177.18,1.00,0.00
102.000,249.28,705.7,-172.11,1.00,0.00
102.100,249.94,688.7,-167.35,1.00,0.00
102.200,250.69,672.2,-164.39,1.00,0.00
102.300,251.50,655.8,-163.80,1.00,0.00
102.400,252.32,639.3,-165.19,1.00,0.00
102.500,253.13,622.7,-167.88,1.00,0.00
102.600,253.95,605.8,-170.26,1.00,0.00
102.700,254.78,588.6,-171.78,1.00,0.00
102.800,255.59,571.4,-171.90,1.00,0.00
102.900,256.39,554.3,-170.63,1.00,0.00
103.000,257.16,537.3,-168.79,1.00,0.00
103.100,257.93,520.6,-167.07,1.00,0.00
103.200,258.70,503.9,-165.64,1.00,0.00
103.300,259.46,487.4,-164.53,1.00,0.00
103.400,260.21,471.0,-163.72,1.00,0.00
103.500,260.97,454.7,-163.19,1.00,0.00
103.600,261.72,438.4,-163.17,1.00,0.00
103.700,262.47,422.0,-163.57,1.00,0.00
103.800,263.22,405.6,-164.19,1.00,0.00
103.900,263.95,389.2,-164.72,1.00,0.00
104.000,264.57,372.8,-161.83,1.00,0.00
104.100,264.94,357.0,-153.59,1.00,0.00
104.200,265.06,342.3,-141.66,1.00,0.00
104.300,264.96,328.9,-128.15,1.00,0.00
104.400,264.77,316.8,-115.29,1.00,0.00
104.500,264.60,305.9,-103.28,1.00,0.00
104.600,264.44,296.2,-91.30,1.00,0.00
104.700,264.31,287.7,-78.62,1.00,0.00
104.800,264.20,280.6,-65.03,1.00,0.00
104.900,264.07,274.9,-50.63,1.00,0.00
105.000,263.92,270.6,-35.92,1.00,0.00
105.100,263.74,267.8,-21.27,1.00,0.00
105.200,263.56,266.4,-8.25,1.00,0.00
105.300,263.35,266.2,2.49,1.00,0.00
105.400,263.07,266.8,8.04,1.00,0.00
105.500,262.74,267.6,8.07,1.00,0.00
105.600,262.43,268.3,4.69,1.00,0.00
105.700,262.15,268.5,-0.82,1.00,0.00
105.800,261.89,268.0,-8.01,1.00,0.00
105.900,261.61,266.7,-16.78,1.00,0.00
106.000,261.35,264.5,-26.56,1.00,0.00
106.100,261.17,261.3,-36.83,1.00,0.00
106.200,261.09,257.1,-47.23,1.00,0.00
106.300,261.07,251.8,-58.14,1.00,0.00
106.400,261.21,245.3,-69.16,1.00,0.00
106.500,261.47,237.8,-80.03,1.00,0.00
106.600,261.80,229.3,-90.62,1.00,0.00
106.700,262.21,219.7,-99.66,1.00,0.00
106.800,262.67,209.3,-107.83,1.00,0.00
106.900,263.17,198.1,-114.63,1.00,0.00
107.000,263.72,186.4,-118.76,1.00,0.00
107.100,264.26,174.6,-116.06,1.00,0.00
107.200,264.71,163.4,-106.36,1.00,0.00
107.300,265.02,153.6,-91.84,1.00,0.00
107.400,265.20,145.3,-74.75,1.00,0.00
107.500,265.28,138.8,-55.72,1.00,0.00
107.600,265.22,134.4,-33.97,1.00,0.00
107.700,265.03,132.3,-10.21,1.00,0.00
107.800,264.74,132.6,13.70,1.00,0.00
107.900,264.37,135.2,36.99,1.00,0.00
108.000,263.90,140.1,59.21,1.00,0.00
108.100,263.28,147.2,79.61,1.00,0.00
108.200,262.54,156.1,97.64,1.00,0.00
108.300,261.73,166.7,113.47,1.00,0.00
108.400,260.86,178.9,127.31,1.00,0.00
108.500,259.96,192.3,139.50,1.00,0.00
108.600,259.05,206.8,150.07,1.00,0.00
108.700,258.10,222.3,158.74,1.00,0.00
108.800,257.27,238.5,165.04,1.00,0.00
108.900,256.57,255.3,169.12,1.00,0.00
109.000,255.88,272.4,173.91,1.00,0.00
109.100,255.13,290.2,181.33,1.00,0.00
109.200,254.28,308.8,190.43,1.00,0.00
109.300,253.33,328.4,199.94,1.00,0.00
109.400,252.32,348.8,208.61,1.00,0.00
109.500,251.28,370.1,215.62,1.00,0.00
109.600,250.24,391.9,220.94,1.00,0.00
109.700,249.18,414.3,224.80,1.00,0.00
109.800,248.09,436.9,227.75,1.00,0.00
109.900,246.97,459.8,229.84,1.00,0.00
110.000,245.86,482.8,230.65,1.00,0.00
110.100,244.76,505.9,229.97,1.00,0.00
110.200,243.68,528.8,227.77,1.00,0.00
110.300,242.61,551.4,224.35,1.00,0.00
110.400,241.54,573.6,220.30,1.00,0.00
110.500,240.45,595.4,215.95,1.00,0.00
110.600,239.36,616.7,211.59,1.00,0.00
110.700,238.25,637.7,207.17,1.00,0.00
110.800,237.16,658.1,201.87,1.00,0.00
110.900,236.13,678.0,195.61,1.00,0.00
111.000,235.17,697.1,188.60,1.00,0.00
111.100,234.27,715.6,180.78,1.00,0.00
111.200,233.42,733.2,172.11,1.00,0.00
111.300,232.61,749.9,162.55,1.00,0.00
