t_s,V_mps,alt_m,climb_mps,throttle,flap
55.500,237.08,-963.4,-96.28,1.00,0.00
55.600,237.70,-973.0,-95.39,1.00,0.00
55.700,238.31,-982.5,-94.57,1.00,0.00
55.800,238.91,-991.9,-93.89,1.00,0.00
55.900,239.52,-1001.3,-93.35,1.00,0.00
56.000,240.11,-1010.6,-92.95,1.00,0.00
56.100,240.70,-1019.9,-92.66,1.00,0.00
56.200,241.29,-1029.1,-92.48,1.00,0.00
56.300,241.88,-1038.4,-92.38,1.00,0.00
56.400,242.46,-1047.6,-92.34,1.00,0.00
56.500,243.04,-1056.8,-92.37,1.00,0.00
56.600,243.62,-1066.1,-92.44,1.00,0.00
56.700,244.19,-1075.3,-92.55,1.00,0.00
56.800,244.77,-1084.6,-92.68,1.00,0.00
56.900,245.34,-1093.9,-92.84,1.00,0.00
57.000,245.91,-1103.2,-93.01,1.00,0.00
57.100,246.47,-1112.5,-93.19,1.00,0.00
57.200,247.04,-1121.8,-93.37,1.00,0.00
57.300,247.60,-1131.2,-93.56,1.00,0.00
57.400,248.16,-1140.5,-93.76,1.00,0.00
57.500,248.72,-1149.9,-93.95,1.00,0.00
57.600,249.28,-1159.3,-94.15,1.00,0.00
57.700,249.83,-1168.8,-94.35,1.00,0.00
57.800,250.39,-1178.2,-94.55,1.00,0.00
57.900,250.94,-1187.7,-94.74,1.00,0.00
58.000,251.49,-1197.2,-94.94,1.00,0.00
58.100,252.03,-1206.7,-95.14,1.00,0.00
58.200,252.58,-1216.2,-95.34,1.00,0.00
58.300,253.12,-1225.7,-95.52,1.00,0.00
58.400,253.66,-1235.3,-95.41,1.00,0.00
58.500,254.20,-1244.8,-94.93,1.00,0.00
58.600,254.73,-1254.3,-94.42,1.00,0.00
58.700,255.26,-1263.7,-93.81,1.00,0.00
58.800,255.78,-1273.0,-92.96,1.00,0.00
58.900,256.30,-1282.3,-91.99,1.00,0.00
59.000,256.81,-1291.4,-91.09,1.00,0.00
59.100,257.31,-1300.5,-90.34,1.00,0.00
59.200,257.81,-1309.5,-89.74,1.00,0.00
59.300,258.31,-1318.4,-89.28,1.00,0.00
59.400,258.80,-1327.3,-88.95,1.00,0.00
59.500,259.29,-1336.2,-88.72,1.00,0.00
59.600,259.77,-1345.1,-88.58,1.00,0.00
59.700,260.25,-1354.0,-88.51,1.00,0.00
59.800,260.73,-1362.8,-88.49,1.00,0.00
59.900,261.21,-1371.7,-88.52,1.00,0.00
60.000,261.69,-1380.5,-88.58,1.00,0.00
60.100,262.16,-1389.4,-88.67,1.00,0.00
60.200,262.64,-1398.2,-88.78,1.00,0.00
60.300,263.11,-1407.1,-88.91,1.00,0.00
60.400,263.58,-1416.0,-89.04,1.00,0.00
60.500,264.04,-1424.9,-89.17,1.00,0.00
60.600,264.51,-1433.9,-89.31,1.00,0.00
60.700,264.97,-1442.8,-89.46,1.00,0.00
60.800,265.44,-1451.8,-89.60,1.00,0.00
60.900,265.90,-1460.7,-89.75,1.00,0.00
61.000,266.35,-1469.7,-89.89,1.00,0.00
61.100,266.81,-1478.7,-90.04,1.00,0.00
61.200,267.27,-1487.7,-90.18,1.00,0.00
61.300,267.72,-1496.8,-90.33,1.00,0.00
61.400,268.17,-1505.8,-90.47,1.00,0.00
61.500,268.62,-1514.9,-90.59,1.00,0.00
61.600,269.07,-1523.9,-90.71,1.00,0.00
61.700,269.52,-1533.0,-90.75,1.00,0.00
61.800,269.96,-1542.1,-90.73,1.00,0.00
61.900,270.41,-1551.2,-90.59,1.00,0.00
62.000,270.85,-1560.2,-90.46,1.00,0.00
62.100,271.28,-1569.2,-90.36,1.00,0.00
62.200,271.72,-1578.3,-90.29,1.00,0.00
62.300,272.15,-1587.3,-90.26,1.00,0.00
62.400,272.58,-1596.3,-90.26,1.00,0.00
62.500,273.01,-1605.4,-90.29,1.00,0.00
62.600,273.44,-1614.4,-90.34,1.00,0.00
62.700,273.86,-1623.4,-90.17,1.00,0.00
62.800,274.28,-1632.4,-89.67,1.00,0.00
62.900,274.70,-1641.4,-88.78,1.00,0.00
63.000,275.10,-1650.2,-87.71,1.00,0.00
63.100,275.51,-1658.9,-86.71,1.00,0.00
63.200,275.91,-1667.5,-85.58,1.00,0.00
63.300,276.30,-1676.0,-84.36,1.00,0.00
63.400,276.68,-1684.4,-83.29,1.00,0.00
63.500,277.06,-1692.7,-82.41,1.00,0.00
63.600,277.44,-1700.9,-81.71,1.00,0.00
63.700,277.81,-1709.0,-81.09,1.00,0.00
63.800,278.18,-1717.1,-80.60,1.00,0.00
63.900,278.55,-1725.1,-80.19,1.00,0.00
64.000,278.91,-1733.1,-79.82,1.00,0.00
64.100,279.27,-1741.1,-79.38,1.00,0.00
64.200,279.63,-1749.0,-78.95,1.00,0.00
64.300,279.98,-1756.9,-78.04,1.00,0.00
64.400,280.32,-1764.6,-76.22,1.00,0.00
64.500,280.64,-1772.0,-72.54,1.00,0.00
64.600,280.92,-1779.0,-67.88,1.00,0.00
64.700,281.20,-1785.6,-63.43,1.00,0.00
64.800,281.46,-1791.7,-59.63,1.00,0.00
64.900,281.72,-1797.5,-56.55,1.00,0.00
65.000,281.97,-1803.0,-54.12,1.00,0.00
65.100,282.21,-1808.3,-52.25,1.00,0.00
65.200,282.45,-1813.5,-50.84,1.00,0.00
65.300,282.69,-1818.5,-49.78,1.00,0.00
65.400,282.93,-1823.4,-48.99,1.00,0.00
65.500,283.16,-1828.3,-48.42,1.00,0.00
65.600,283.39,-1833.1,-48.00,1.00,0.00
65.700,283.62,-1837.9,-47.70,1.00,0.00
65.800,283.85,-1842.7,-47.53,1.00,0.00
65.900,284.06,-1847.4,-48.14,1.00,0.00
66.000,284.26,-1852.3,-49.89,1.00,0.00
66.100,284.46,-1857.4,-51.66,1.00,0.00
66.200,284.66,-1862.7,-52.68,1.00,0.00
66.300,284.86,-1868.0,-52.80,1.00,0.00
66.400,285.07,-1873.2,-52.57,1.00,0.00
66.500,285.29,-1878.5,-52.29,1.00,0.00
66.600,285.50,-1883.7,-52.03,1.00,0.00
66.700,285.72,-1888.9,-51.83,1.00,0.00
66.800,285.95,-1894.1,-52.42,1.00,0.00
66.900,286.18,-1899.4,-53.92,1.00,0.00
67.000,286.42,-1905.0,-57.02,1.00,0.00
67.100,286.66,-1910.9,-61.83,1.00,0.00
67.200,286.92,-1917.4,-67.01,1.00,0.00
67.300,287.20,-1924.3,-71.60,1.00,0.00
67.400,287.49,-1931.7,-75.43,1.00,0.00
67.500,287.80,-1939.4,-78.51,1.00,0.00
67.600,288.12,-1947.4,-80.70,1.00,0.00
67.700,288.44,-1955.6,-82.11,1.00,0.00
67.800,288.76,-1963.8,-83.05,1.00,0.00
67.900,289.09,-1972.2,-83.59,1.00,0.00
68.000,289.42,-1980.5,-83.34,1.00,0.00
68.100,289.74,-1988.8,-82.17,1.00,0.00
68.200,290.05,-1997.0,-80.92,1.00,0.00
68.300,290.36,-2005.0,-79.79,1.00,0.00
68.400,290.66,-2012.9,-78.67,1.00,0.00
68.500,290.96,-2020.7,-77.55,1.00,0.00
68.600,291.25,-2028.4,-76.22,1.00,0.00
68.700,291.54,-2035.9,-74.13,1.00,0.00
68.800,291.81,-2043.2,-71.23,1.00,0.00
68.900,292.06,-2050.1,-67.22,1.00,0.00
69.000,292.29,-2056.6,-62.22,1.00,0.00
69.100,292.49,-2062.5,-56.26,1.00,0.00
69.200,292.67,-2067.7,-49.18,1.00,0.00
69.300,292.81,-2072.2,-41.53,1.00,0.00
69.400,292.93,-2076.0,-33.85,1.00,0.00
69.500,293.03,-2079.0,-27.04,1.00,0.00
69.600,293.12,-2081.4,-21.36,1.00,0.00
69.700,293.19,-2083.2,-16.12,1.00,0.00
69.800,293.25,-2084.6,-10.86,1.00,0.00
69.900,293.29,-2085.4,-5.72,1.00,0.00
70.000,293.31,-2085.7,-1.06,1.00,0.00
70.100,293.32,-2085.6,2.97,1.00,0.00
70.200,293.32,-2085.1,6.45,1.00,0.00
70.300,293.31,-2084.2,10.46,1.00,0.00
70.400,293.27,-2082.9,15.12,1.00,0.00
70.500,293.22,-2081.1,20.47,1.00,0.00
70.600,293.15,-2078.8,25.76,1.00,0.00
70.700,293.06,-2076.0,30.97,1.00,0.00
70.800,292.96,-2072.6,35.79,1.00,0.00
70.900,292.85,-2068.8,39.74,1.00,0.00
71.000,292.74,-2064.7,43.00,1.00,0.00
71.100,292.61,-2060.2,45.95,1.00,0.00
71.200,292.47,-2055.5,48.67,1.00,0.00
71.300,292.33,-2050.5,50.88,1.00,0.00
71.400,292.19,-2045.3,52.63,1.00,0.00
71.500,292.04,-2039.9,54.02,1.00,0.00
71.600,291.88,-2034.5,55.15,1.00,0.00
71.700,291.73,-2028.9,56.02,1.00,0.00
71.800,291.57,-2023.3,56.72,1.00,0.00
71.900,291.41,-2017.6,57.57,1.00,0.00
72.000,291.25,-2011.8,58.76,1.00,0.00
72.100,291.08,-2005.8,60.36,1.00,0.00
72.200,290.91,-1999.7,61.87,1.00,0.00
72.300,290.73,-1993.4,64.21,1.00,0.00
72.400,290.53,-1986.8,67.20,1.00,0.00
72.500,290.33,-1979.9,70.18,1.00,0.00
72.600,290.12,-1972.8,72.71,1.00,0.00
72.700,289.91,-1965.4,74.77,1.00,0.00
72.800,289.69,-1957.8,76.39,1.00,0.00
72.900,289.47,-1950.1,77.64,1.00,0.00
73.000,289.25,-1942.3,78.58,1.00,0.00
73.100,289.02,-1934.4,79.28,1.00,0.00
73.200,288.79,-1926.4,79.78,1.00,0.00
73.300,288.56,-1918.4,80.15,1.00,0.00
73.400,288.34,-1910.4,80.40,1.00,0.00
73.500,288.11,-1902.4,80.57,1.00,0.00
73.600,287.88,-1894.3,80.67,1.00,0.00
73.700,287.65,-1886.2,80.72,1.00,0.00
73.800,287.43,-1878.2,80.73,1.00,0.00
73.900,287.20,-1870.1,80.71,1.00,0.00
74.000,286.98,-1862.0,80.67,1.00,0.00
74.100,286.75,-1854.0,80.62,1.00,0.00
74.200,286.53,-1845.9,80.57,1.00,0.00
74.300,286.30,-1837.9,80.50,1.00,0.00
74.400,286.08,-1829.8,80.44,1.00,0.00
74.500,285.86,-1821.8,80.37,1.00,0.00
74.600,285.64,-1813.8,80.30,1.00,0.00
74.700,285.42,-1805.7,80.23,1.00,0.00
74.800,285.20,-1797.7,80.16,1.00,0.00
74.900,284.99,-1789.7,80.09,1.00,0.00
75.000,284.77,-1781.7,80.02,1.00,0.00
75.100,284.55,-1773.7,79.95,1.00,0.00
75.200,284.34,-1765.7,79.90,1.00,0.00
75.300,284.12,-1757.7,79.86,1.00,0.00
75.400,283.91,-1749.7,79.81,1.00,0.00
75.500,283.70,-1741.8,79.75,1.00,0.00
75.600,283.49,-1733.8,79.69,1.00,0.00
75.700,283.27,-1725.8,79.63,1.00,0.00
75.800,283.06,-1717.9,79.56,1.00,0.00
75.900,282.85,-1709.9,79.50,1.00,0.00
76.000,282.65,-1702.0,79.43,1.00,0.00
76.100,282.44,-1694.0,79.36,1.00,0.00
76.200,282.23,-1686.1,79.30,1.00,0.00
76.300,282.02,-1678.2,79.23,1.00,0.00
76.400,281.82,-1670.3,79.17,1.00,0.00
76.500,281.61,-1662.4,79.10,1.00,0.00
76.600,281.41,-1654.5,79.03,1.00,0.00
76.700,281.21,-1646.6,78.97,1.00,0.00
76.800,281.00,-1638.7,78.90,1.00,0.00
76.900,280.80,-1630.8,78.84,1.00,0.00
77.000,280.60,-1622.9,78.77,1.00,0.00
77.100,280.40,-1615.0,78.71,1.00,0.00
77.200,280.20,-1607.2,78.64,1.00,0.00
77.300,280.00,-1599.3,78.59,1.00,0.00
77.400,279.81,-1591.5,78.54,1.00,0.00
77.500,279.61,-1583.6,78.50,1.00,0.00
77.600,279.41,-1575.8,78.45,1.00,0.00
77.700,279.22,-1567.9,78.40,1.00,0.00
77.800,279.02,-1560.1,78.35,1.00,0.00
77.900,278.83,-1552.3,78.29,1.00,0.00
78.000,278.63,-1544.4,78.24,1.00,0.00
78.100,278.44,-1536.6,78.20,1.00,0.00
78.200,278.25,-1528.8,78.17,1.00,0.00
78.300,278.06,-1521.0,78.72,1.00,0.00
78.400,277.86,-1513.0,79.82,1.00,0.00
78.500,277.66,-1505.0,80.91,1.00,0.00
78.600,277.45,-1496.9,81.87,1.00,0.00
78.700,277.25,-1488.6,82.68,1.00,0.00
78.800,277.04,-1480.3,83.44,1.00,0.00
78.900,276.83,-1471.9,84.38,1.00,0.00
79.000,276.62,-1463.4,85.65,1.00,0.00
79.100,276.40,-1454.8,87.02,1.00,0.00
79.200,276.17,-1446.0,88.41,1.00,0.00
79.300,275.95,-1437.1,89.59,1.00,0.00
79.400,275.72,-1428.1,90.54,1.00,0.00
79.500,275.49,-1419.0,91.30,1.00,0.00
79.600,275.25,-1409.8,91.87,1.00,0.00
79.700,275.02,-1400.6,92.29,1.00,0.00
79.800,274.79,-1391.4,92.60,1.00,0.00
79.900,274.55,-1382.1,92.81,1.00,0.00
80.000,274.32,-1372.8,92.95,1.00,0.00
80.100,274.08,-1363.5,93.04,1.00,0.00
80.200,273.85,-1354.2,93.07,1.00,0.00
80.300,273.62,-1344.9,93.06,1.00,0.00
80.400,273.38,-1335.6,93.03,1.00,0.00
80.500,273.15,-1326.3,92.98,1.00,0.00
80.600,272.92,-1317.0,92.92,1.00,0.00
80.700,272.69,-1307.7,92.85,1.00,0.00
80.800,272.46,-1298.5,92.78,1.00,0.00
80.900,272.23,-1289.2,92.70,1.00,0.00
81.000,272.00,-1279.9,92.62,1.00,0.00
81.100,271.78,-1270.7,92.54,1.00,0.00
81.200,271.55,-1261.4,92.46,1.00,0.00
81.300,271.32,-1252.2,92.37,1.00,0.00
81.400,271.10,-1243.0,92.29,1.00,0.00
81.500,270.88,-1233.7,92.21,1.00,0.00
81.600,270.65,-1224.5,92.13,1.00,0.00
81.700,270.43,-1215.3,92.04,1.00,0.00
81.800,270.21,-1206.1,91.96,1.00,0.00
81.900,269.99,-1196.9,91.88,1.00,0.00
82.000,269.77,-1187.7,91.80,1.00,0.00
82.100,269.55,-1178.6,91.72,1.00,0.00
82.200,269.33,-1169.4,91.63,1.00,0.00
82.300,269.12,-1160.2,91.55,1.00,0.00
82.400,268.90,-1151.1,91.47,1.00,0.00
82.500,268.69,-1142.0,91.39,1.00,0.00
82.600,268.47,-1132.8,91.31,1.00,0.00
82.700,268.26,-1123.7,91.23,1.00,0.00
82.800,268.04,-1114.6,91.15,1.00,0.00
82.900,267.83,-1105.5,91.08,1.00,0.00
83.000,267.62,-1096.4,91.00,1.00,0.00
83.100,267.41,-1087.3,91.07,1.00,0.00
83.200,267.19,-1078.1,92.20,1.00,0.00
83.300,266.97,-1068.8,94.76,1.00,0.00
83.400,266.73,-1059.1,97.84,1.00,0.00
83.500,266.48,-1049.2,101.29,1.00,0.00
83.600,266.20,-1038.8,105.68,1.00,0.00
83.700,265.91,-1028.0,110.49,1.00,0.00
83.800,265.60,-1016.7,115.05,1.00,0.00
83.900,265.28,-1005.0,118.87,1.00,0.00
84.000,264.96,-992.9,121.96,1.00,0.00
84.100,264.62,-980.6,124.41,1.00,0.00
84.200,264.29,-968.0,126.29,1.00,0.00
84.300,263.95,-955.3,127.70,1.00,0.00
84.400,263.60,-942.5,128.73,1.00,0.00
84.500,263.26,-929.6,129.48,1.00,0.00
84.600,262.91,-916.6,129.99,1.00,0.00
84.700,262.56,-903.6,130.33,1.00,0.00
84.800,262.22,-890.5,130.54,1.00,0.00
84.900,261.87,-877.5,130.65,1.00,0.00
85.000,261.52,-864.4,130.68,1.00,0.00
85.100,261.18,-851.4,130.55,1.00,0.00
85.200,260.83,-838.3,130.06,1.00,0.00
85.300,260.49,-825.4,128.77,1.00,0.00
85.400,260.16,-812.6,126.64,1.00,0.00
85.500,259.83,-800.1,124.17,1.00,0.00
85.600,259.51,-787.8,121.48,1.00,0.00
85.700,259.20,-775.8,118.67,1.00,0.00
85.800,258.90,-764.1,115.88,1.00,0.00
85.900,258.62,-752.7,113.11,1.00,0.00
86.000,258.35,-741.5,110.46,1.00,0.00
86.100,258.08,-730.6,108.16,1.00,0.00
86.200,257.83,-719.9,106.23,1.00,0.00
86.300,257.59,-709.4,104.37,1.00,0.00
86.400,257.35,-699.0,102.71,1.00,0.00
86.500,257.12,-688.8,101.32,1.00,0.00
86.600,256.89,-678.8,100.19,1.00,0.00
86.700,256.67,-668.8,99.26,1.00,0.00
86.800,256.46,-658.9,98.45,1.00,0.00
86.900,256.24,-649.1,97.78,1.00,0.00
87.000,256.03,-639.4,97.24,1.00,0.00
87.100,255.82,-629.7,96.79,1.00,0.00
87.200,255.62,-620.0,96.36,1.00,0.00
87.300,255.41,-610.4,95.87,1.00,0.00
87.400,255.21,-600.8,95.30,1.00,0.00
87.500,255.01,-591.3,94.79,1.00,0.00
87.600,254.81,-581.9,94.34,1.00,0.00
87.700,254.62,-572.5,93.95,1.00,0.00
87.800,254.42,-563.1,93.63,1.00,0.00
87.900,254.23,-553.8,93.36,1.00,0.00
88.000,254.04,-544.4,93.11,1.00,0.00
88.100,253.85,-535.1,92.84,1.00,0.00
88.200,253.66,-525.9,92.60,1.00,0.00
88.300,253.48,-516.6,92.38,1.00,0.00
88.400,253.29,-507.4,92.19,1.00,0.00
88.500,253.11,-498.2,92.03,1.00,0.00
88.600,252.92,-489.0,91.91,1.00,0.00
88.700,252.74,-479.8,92.01,1.00,0.00
88.800,252.55,-470.6,92.70,1.00,0.00
88.900,252.36,-461.3,93.75,1.00,0.00
89.000,252.17,-451.8,94.99,1.00,0.00
89.100,251.97,-442.3,96.30,1.00,0.00
89.200,251.76,-432.5,97.95,1.00,0.00
89.300,251.55,-422.6,99.79,1.00,0.00
89.400,251.33,-412.6,101.52,1.00,0.00
89.500,251.10,-402.3,103.03,1.00,0.00
89.600,250.87,-391.9,104.80,1.00,0.00
89.700,250.63,-381.4,106.85,1.00,0.00
89.800,250.38,-370.6,108.71,1.00,0.00
89.900,250.13,-359.6,110.33,1.00,0.00
90.000,249.88,-348.5,111.76,1.00,0.00
90.100,249.61,-337.2,113.24,1.00,0.00
90.200,249.35,-325.8,114.90,1.00,0.00
90.300,249.07,-314.3,116.50,1.00,0.00
90.400,248.79,-302.5,118.37,1.00,0.00
90.500,248.48,-290.5,122.10,1.00,0.00
90.600,248.15,-278.0,127.00,1.00,0.00
90.700,247.80,-265.1,131.73,1.00,0.00
90.800,247.42,-251.6,136.58,1.00,0.00
90.900,247.01,-237.7,142.34,1.00,0.00
91.000,246.57,-223.1,148.43,1.00,0.00
91.100,246.09,-207.9,154.98,1.00,0.00
91.200,245.57,-192.0,162.01,1.00,0.00
91.300,245.00,-175.4,169.84,1.00,0.00
91.400,244.37,-158.0,177.99,1.00,0.00
91.500,243.67,-139.7,186.68,1.00,0.00
91.600,242.98,-120.7,193.26,1.00,0.00
91.700,242.33,-101.1,197.83,1.00,0.00
91.800,241.68,-81.1,201.23,1.00,0.00
91.900,241.05,-60.9,203.44,1.00,0.00
92.000,240.41,-40.4,204.78,1.00,0.00
92.100,239.78,-19.9,205.54,1.00,0.00
92.200,239.15,0.7,205.90,1.00,0.00
92.300,238.52,21.2,206.00,1.00,0.00
92.400,237.90,41.8,205.91,1.00,0.00
92.500,237.26,62.5,206.65,1.00,0.00
92.600,236.56,83.3,209.64,1.00,0.00
92.700,235.73,104.5,213.83,1.00,0.00
92.800,234.77,126.1,218.12,1.00,0.00
92.900,233.72,148.1,221.41,1.00,0.00
93.000,232.65,170.3,223.01,1.00,0.00
93.100,231.61,192.6,223.21,1.00,0.00
93.200,230.56,214.9,222.44,1.00,0.00
93.300,229.47,237.1,220.90,1.00,0.00
93.400,228.34,259.1,218.76,1.00,0.00
93.500,227.22,280.8,216.27,1.00,0.00
93.600,226.22,302.3,213.80,1.00,0.00
93.700,225.31,323.6,211.38,1.00,0.00
93.800,224.50,344.6,209.20,1.00,0.00
93.900,223.83,365.4,207.86,1.00,0.00
94.000,223.18,386.2,207.31,1.00,0.00
94.100,222.53,406.9,206.87,1.00,0.00
94.200,221.87,427.5,205.87,1.00,0.00
94.300,221.21,448.0,204.40,1.00,0.00
94.400,220.53,468.4,202.75,1.00,0.00
94.500,219.86,488.5,200.86,1.00,0.00
94.600,219.19,508.5,198.84,1.00,0.00
94.700,218.53,528.3,196.90,1.00,0.00
94.800,217.87,547.9,194.90,1.00,0.00
94.900,217.20,567.2,192.61,1.00,0.00
95.000,216.47,586.4,189.70,1.00,0.00
95.100,215.65,605.1,185.78,1.00,0.00
95.200,214.75,623.4,180.76,1.00,0.00
95.300,213.79,641.2,174.07,1.00,0.00
95.400,212.72,658.1,164.26,1.00,0.00
95.500,211.56,673.8,150.56,1.00,0.00
95.600,210.53,688.0,135.51,1.00,0.00
95.700,209.69,700.8,120.64,1.00,0.00
95.800,209.00,712.0,105.74,1.00,0.00
95.900,208.41,721.8,90.42,1.00,0.00
96.000,207.95,730.0,74.79,1.00,0.00
96.100,207.60,736.6,59.00,1.00,0.00
96.200,207.35,741.6,42.98,1.00,0.00
96.300,207.20,745.1,26.77,1.00,0.00
96.400,207.13,746.8,10.48,1.00,0.00
96.500,207.15,747.0,-5.75,1.00,0.00
96.600,207.24,745.6,-21.66,1.00,0.00
96.700,207.40,742.6,-36.71,1.00,0.00
96.800,207.60,738.2,-50.27,1.00,0.00
96.900,207.88,732.5,-61.02,1.00,0.00
97.000,208.24,726.0,-67.83,1.00,0.00
97.100,208.64,719.0,-70.59,1.00,0.00
97.200,209.03,712.0,-69.21,1.00,0.00
97.300,209.40,705.3,-64.16,1.00,0.00
97.400,209.75,699.3,-56.50,1.00,0.00
97.500,210.07,694.1,-48.13,1.00,0.00
97.600,210.37,689.8,-39.31,1.00,0.00
97.700,210.61,686.4,-29.77,1.00,0.00
97.800,210.83,683.8,-22.63,1.00,0.00
97.900,211.08,681.8,-18.68,1.00,0.00
98.000,211.36,680.0,-17.65,1.00,0.00
98.100,211.66,678.2,-19.10,1.00,0.00
98.200,211.98,676.1,-22.51,1.00,0.00
98.300,212.29,673.6,-27.44,1.00,0.00
98.400,212.61,670.5,-33.53,1.00,0.00
98.500,212.98,666.8,-40.51,1.00,0.00
98.600,213.39,662.3,-48.15,1.00,0.00
98.700,213.82,657.1,-56.26,1.00,0.00
98.800,214.27,651.0,-64.69,1.00,0.00
98.900,214.75,644.1,-73.32,1.00,0.00
99.000,215.27,636.3,-82.04,1.00,0.00
99.100,215.83,627.6,-90.80,1.00,0.00
99.200,216.44,618.0,-99.53,1.00,0.00
99.300,217.09,607.6,-108.19,1.00,0.00
99.400,217.78,596.3,-116.74,1.00,0.00
99.500,218.51,584.2,-124.81,1.00,0.00
99.600,219.29,571.3,-131.57,1.00,0.00
99.700,220.13,557.9,-136.61,1.00,0.00
99.800,221.00,544.0,-140.48,1.00,0.00
99.900,221.89,529.8,-143.55,1.00,0.00
100.000,222.79,515.3,-146.02,1.00,0.00
100.100,223.69,500.6,-147.59,1.00,0.00
100.200,224.57,485.8,-147.72,1.00,0.00
100.300,225.43,471.1,-146.86,1.00,0.00
100.400,226.27,456.5,-144.60,1.00,0.00
100.500,227.05,442.2,-141.06,1.00,0.00
100.600,227.79,428.3,-137.04,1.00,0.00
100.700,228.53,414.8,-133.69,1.00,0.00
100.800,229.24,401.6,-130.53,1.00,0.00
100.900,229.90,388.7,-127.29,1.00,0.00
101.000,230.52,376.2,-123.91,1.00,0.00
101.100,231.14,364.0,-120.17,1.00,0.00
101.200,231.77,352.1,-117.06,1.00,0.00
101.300,232.42,340.6,-114.51,1.00,0.00
101.400,233.07,329.3,-112.14,1.00,0.00
101.500,233.73,318.2,-109.87,1.00,0.00
101.600,234.37,307.3,-107.76,1.00,0.00
101.700,235.01,296.6,-105.71,1.00,0.00
101.800,235.64,286.2,-103.63,1.00,0.00
101.900,236.25,275.9,-101.24,1.00,0.00
102.000,236.85,266.0,-98.30,1.00,0.00
102.100,237.42,256.3,-94.81,1.00,0.00
102.200,237.94,247.1,-89.27,1.00,0.00
102.300,238.45,238.5,-83.55,1.00,0.00
102.400,238.91,230.5,-76.84,1.00,0.00
102.500,239.34,223.2,-70.05,1.00,0.00
102.600,239.77,216.5,-63.87,1.00,0.00
102.700,240.19,210.4,-58.79,1.00,0.00
102.800,240.60,204.8,-53.88,1.00,0.00
102.900,240.98,199.7,-49.23,1.00,0.00
103.000,241.36,194.9,-45.39,1.00,0.00
103.100,241.73,190.6,-41.42,1.00,0.00
103.200,242.06,186.7,-36.41,1.00,0.00
103.300,242.38,183.3,-32.53,1.00,0.00
103.400,242.70,180.2,-29.56,1.00,0.00
103.500,243.00,177.4,-26.68,1.00,0.00
103.600,243.28,174.9,-24.16,1.00,0.00
103.700,243.55,172.6,-22.18,1.00,0.00
103.800,243.80,170.5,-20.34,1.00,0.00
103.900,244.04,168.5,-18.78,1.00,0.00
104.000,244.26,166.7,-18.11,1.00,0.00
104.100,244.48,164.9,-17.79,1.00,0.00
104.200,244.71,163.1,-17.58,1.00,0.00
104.300,244.95,161.4,-17.44,1.00,0.00
104.400,245.20,159.6,-17.35,1.00,0.00
104.500,245.45,157.9,-17.30,1.00,0.00
104.600,245.71,156.2,-17.28,1.00,0.00
104.700,245.97,154.5,-17.26,1.00,0.00
104.800,246.22,152.7,-17.25,1.00,0.00
104.900,246.48,151.0,-17.15,1.00,0.00
105.000,246.74,149.3,-16.42,1.00,0.00
105.100,246.97,147.8,-13.16,1.00,0.00
105.200,247.17,146.8,-6.91,1.00,0.00
105.300,247.33,146.5,-0.45,1.00,0.00
105.400,247.47,146.8,6.15,1.00,0.00
105.500,247.59,147.7,12.29,1.00,0.00
105.600,247.68,149.3,18.80,1.00,0.00
105.700,247.73,151.6,26.12,1.00,0.00
105.800,247.74,154.6,34.01,1.00,0.00
105.900,247.72,158.5,42.13,1.00,0.00
106.000,247.66,163.1,50.20,1.00,0.00
106.100,247.54,168.6,60.13,1.00,0.00
106.200,247.29,175.4,73.94,1.00,0.00
106.300,246.88,183.7,90.83,1.00,0.00
106.400,246.32,193.7,109.44,1.00,0.00
106.500,245.66,205.7,127.85,1.00,0.00
106.600,244.94,219.4,144.90,1.00,0.00
106.700,244.17,234.8,160.57,1.00,0.00
106.800,243.33,251.6,174.94,1.00,0.00
106.900,242.44,269.8,187.81,1.00,0.00
107.000,241.48,289.2,198.78,1.00,0.00
107.100,240.44,309.6,207.61,1.00,0.00
107.200,239.32,330.7,214.13,1.00,0.00
107.300,238.11,352.4,218.13,1.00,0.00
107.400,236.83,374.3,219.41,1.00,0.00
107.500,235.49,396.1,217.84,1.00,0.00
107.600,234.12,417.7,213.45,1.00,0.00
107.700,232.72,438.7,206.41,1.00,0.00
107.800,231.32,458.8,197.05,1.00,0.00
107.900,229.93,478.0,185.89,1.00,0.00
108.000,228.57,495.9,173.58,1.00,0.00
108.100,227.23,512.6,160.91,1.00,0.00
108.200,225.86,528.0,148.34,1.00,0.00
108.300,224.18,542.1,135.49,1.00,0.00
108.400,222.14,555.0,122.95,1.00,0.00
108.500,219.79,566.6,111.41,1.00,0.00
108.600,217.21,577.2,100.96,1.00,0.00
108.700,214.49,586.8,91.41,1.00,0.00
108.800,211.70,595.4,83.72,1.00,0.00
108.900,208.76,603.7,81.65,1.00,0.00
109.000,205.56,611.9,84.12,1.00,0.00
109.100,202.09,620.6,89.09,1.00,0.00
109.200,198.54,629.8,93.72,1.00,0.00
109.300,194.96,639.3,97.06,1.00,0.00
109.400,191.36,649.2,99.45,1.00,0.00
109.500,187.71,659.2,101.18,1.00,0.00
109.600,184.03,669.4,102.33,1.00,0.00
109.700,180.31,679.7,102.92,1.00,0.00
109.800,176.56,690.0,102.98,1.00,0.00
109.900,172.79,700.3,102.60,1.00,0.00
